Member_number,Recency,Frequency,Monetary,R,F,M,RFM_Segment
4473,114,14,177.5,3,4,4,344
4474,20,11,72.5,4,3,2,432
4475,271,5,62.10000000000001,2,1,2,212
4477,318,7,58.95,1,2,2,122
4478,26,9,72.05000000000001,4,3,2,432
4479,323,9,29.1,1,3,1,131
4480,566,5,46.06,1,1,2,112
4481,467,4,30.5,1,1,1,111
4482,30,11,98.19999999999999,4,3,3,433
4483,137,4,21.53,3,1,1,311
4484,33,6,41.92,4,2,1,421
4485,158,12,128.54999999999998,2,3,4,234
4486,28,26,206.65999999999994,4,4,4,444
4487,163,19,194.70000000000005,2,4,4,244
4488,379,6,44.0,1,2,2,122
4489,41,8,67.94,4,2,2,422
4490,708,4,17.6,1,1,1,111
4491,468,2,17.1,1,1,1,111
4492,199,9,85.0,2,3,3,233
4493,62,10,52.5,3,3,2,332
4494,58,21,277.8999999999999,3,4,4,344
4495,14,23,160.55,4,4,4,444
4496,341,2,13.0,1,1,1,111
4497,206,4,21.200000000000003,2,1,1,211
4498,255,11,88.19999999999999,2,3,3,233
4499,62,15,203.26,3,4,4,344
4500,205,10,75.60000000000002,2,3,3,233
4501,198,13,73.22,2,4,2,242
4502,38,9,42.040000000000006,4,3,1,431
4503,11,11,130.3,4,3,4,434
4504,117,14,76.3,3,4,3,343
4505,257,13,118.74999999999999,2,4,4,244
4506,141,2,8.7,2,1,1,211
4507,137,6,59.7,3,2,2,322
4508,84,13,61.4,3,4,2,342
4509,31,20,290.74,4,4,4,444
4510,118,17,189.75999999999996,3,4,4,344
4511,184,7,70.69999999999999,2,2,2,222
4512,9,15,193.20000000000002,4,4,4,444
4513,56,5,53.49,4,1,2,412
4514,531,2,14.6,1,1,1,111
4515,198,19,128.5,2,4,4,244
4516,23,7,45.2,4,2,2,422
4517,430,2,26.0,1,1,1,111
4518,163,5,32.800000000000004,2,1,1,211
4519,57,5,101.60000000000001,3,1,3,313
4520,647,6,21.0,1,2,1,121
4521,106,2,10.0,3,1,1,311
4522,226,8,21.9,2,2,1,221
4523,63,12,203.95000000000002,3,3,4,334
4524,4,22,153.0,4,4,4,444
4525,84,15,129.4,3,4,4,344
4526,128,20,153.76,3,4,4,344
4527,73,11,76.50000000000001,3,3,3,333
4528,78,4,15.399999999999999,3,1,1,311
4529,220,10,71.35999999999999,2,3,2,232
4530,109,4,10.6,3,1,1,311
4531,75,17,109.07000000000001,3,4,3,343
4532,31,6,65.10000000000001,4,2,2,422
4533,223,6,32.400000000000006,2,2,1,221
4534,441,4,37.49999999999999,1,1,1,111
4535,25,7,23.4,4,2,1,421
4536,108,11,80.0,3,3,3,333
4537,10,13,116.49999999999997,4,4,4,444
4538,32,8,84.80000000000001,4,2,3,423
4539,296,9,47.3,1,3,2,132
4540,71,12,179.76,3,3,4,334
4541,256,10,140.4,2,3,4,234
4542,346,6,47.699999999999996,1,2,2,122
4543,68,6,83.5,3,2,3,323
4544,343,12,65.64999999999999,1,3,2,132
4546,118,11,127.7,3,3,4,334
4547,346,7,59.1,1,2,2,122
4548,153,15,150.70000000000002,2,4,4,244
4550,51,16,135.09999999999997,4,4,4,444
4551,155,4,38.400000000000006,2,1,1,211
4552,74,8,28.5,3,2,1,321
4553,200,7,44.7,2,2,2,222
4554,125,9,102.60000000000001,3,3,3,333
4555,53,14,77.7,4,4,3,443
4556,135,9,118.19999999999999,3,3,4,334
4557,72,8,143.0,3,2,4,324
4558,269,6,73.89999999999999,2,2,2,222
4559,232,10,54.2,2,3,2,232
4560,180,4,23.200000000000003,2,1,1,211
4561,482,9,66.4,1,3,2,132
4562,419,4,11.4,1,1,1,111
4563,186,12,116.80000000000001,2,3,4,234
4564,56,17,142.26,4,4,4,444
4565,0,2,2.2,4,1,1,411
4566,122,13,153.95999999999998,3,4,4,344
4567,89,12,134.0,3,3,4,334
4569,156,12,125.14000000000001,2,3,4,234
4570,130,6,32.50000000000001,3,2,1,321
4571,269,6,59.5,2,2,2,222
4572,62,18,134.8,3,4,4,344
4573,7,16,112.5,4,4,3,443
4574,30,21,135.9,4,4,4,444
4575,20,8,31.740000000000006,4,2,1,421
4576,104,14,159.4,3,4,4,344
4577,56,6,86.25,4,2,3,423
4578,478,9,62.440000000000005,1,3,2,132
4579,62,16,111.15000000000003,3,4,3,343
4580,31,8,124.02,4,2,4,424
4581,271,6,34.0,2,2,1,221
4582,47,9,63.70000000000001,4,3,2,432
4583,310,10,62.05000000000001,1,3,2,132
4584,28,10,174.29999999999998,4,3,4,434
4585,93,21,156.55,3,4,4,344
4586,460,7,59.1,1,2,2,122
4587,586,2,17.6,1,1,1,111
4588,52,21,176.2,4,4,4,444
4589,22,16,179.9,4,4,4,444
4590,498,2,9.600000000000001,1,1,1,111
4591,200,9,68.0,2,3,2,232
4592,22,16,142.90000000000003,4,4,4,444
4593,134,10,59.0,3,3,2,332
4594,190,18,160.6,2,4,4,244
4595,145,4,28.1,2,1,1,211
4596,208,10,92.0,2,3,3,233
4597,170,6,61.900000000000006,2,2,2,222
4598,42,18,114.69999999999999,4,4,3,443
4599,616,4,49.4,1,1,2,112
4600,169,11,98.64999999999999,2,3,3,233
4601,15,15,166.65000000000003,4,4,4,444
4602,126,3,63.5,3,1,2,312
4603,343,10,85.12,1,3,3,133
4604,21,4,62.300000000000004,4,1,2,412
4605,68,6,49.9,3,2,2,322
4606,229,13,109.2,2,4,3,243
4607,15,8,66.6,4,2,2,422
4608,35,12,113.99999999999999,4,3,3,433
4609,53,4,71.0,4,1,2,412
4610,164,12,97.05000000000001,2,3,3,233
4611,125,5,28.300000000000004,3,1,1,311
4612,244,4,23.100000000000005,2,1,1,211
4613,227,12,82.82000000000001,2,3,3,233
4614,67,10,36.6,3,3,1,331
4615,427,5,53.3,1,1,2,112
4616,136,13,72.2,3,4,2,342
4617,401,9,87.30000000000001,1,3,3,133
4618,14,12,108.5,4,3,3,433
4619,197,5,56.1,2,1,2,212
4620,294,9,60.36000000000001,1,3,2,132
4621,642,2,23.700000000000003,1,1,1,111
4622,475,8,60.940000000000005,1,2,2,122
4623,175,14,121.4,2,4,4,244
4624,33,22,260.94,4,4,4,444
4625,267,5,30.5,2,1,1,211
4626,6,7,44.699999999999996,4,2,2,422
4627,12,4,108.50000000000001,4,1,3,413
4628,20,20,262.40000000000003,4,4,4,444
4629,44,10,61.42,4,3,2,432
4630,549,2,15.700000000000001,1,1,1,111
4631,673,2,6.8,1,1,1,111
4632,87,10,79.99999999999999,3,3,3,333
4633,135,14,133.79999999999998,3,4,4,344
4634,229,9,106.6,2,3,3,233
4635,75,8,35.5,3,2,1,321
4636,264,17,213.55,2,4,4,244
4637,230,11,128.9,2,3,4,234
4638,422,8,81.52000000000001,1,2,3,123
4639,403,2,28.6,1,1,1,111
4640,96,9,37.690000000000005,3,3,1,331
4641,31,10,89.3,4,3,3,433
4642,27,4,19.57,4,1,1,411
4643,28,16,122.14999999999999,4,4,4,444
4644,127,6,47.4,3,2,2,322
4645,1,20,101.89999999999999,4,4,3,443
4646,152,12,98.14,2,3,3,233
4647,316,4,42.400000000000006,1,1,1,111
4648,83,9,73.1,3,3,2,332
4649,451,11,53.86,1,3,2,132
4650,381,11,71.32000000000001,1,3,2,132
4651,192,8,48.70000000000001,2,2,2,222
4652,266,13,114.30000000000001,2,4,3,243
4653,416,4,13.4,1,1,1,111
4654,472,7,65.06,1,2,2,122
4655,150,10,54.5,2,3,2,232
4656,5,21,200.29999999999998,4,4,4,444
4657,137,20,166.8,3,4,4,344
4658,169,8,21.9,2,2,1,221
4659,369,8,76.60000000000001,1,2,3,123
4660,173,8,104.70000000000002,2,2,3,223
4661,234,17,139.1,2,4,4,244
4662,43,16,83.74,4,4,3,443
4663,621,6,36.65,1,2,1,121
4664,218,8,59.599999999999994,2,2,2,222
4665,307,8,59.41999999999999,1,2,2,122
4666,28,20,210.57000000000002,4,4,4,444
4667,127,17,159.0,3,4,4,344
4668,332,6,43.2,1,2,1,121
4669,188,10,116.48,2,3,4,234
4670,80,7,32.900000000000006,3,2,1,321
4671,151,22,182.45000000000002,2,4,4,244
4672,55,7,68.6,4,2,2,422
4673,385,7,107.4,1,2,3,123
4674,578,6,31.200000000000003,1,2,1,121
4675,60,10,70.6,3,3,2,332
4676,349,13,98.6,1,4,3,143
4677,76,7,38.2,3,2,1,321
4678,13,12,94.19999999999999,4,3,3,433
4679,50,22,277.18000000000006,4,4,4,444
4680,125,9,107.39,3,3,3,333
4681,110,14,143.62,3,4,4,344
4682,227,6,34.2,2,2,1,221
4683,98,21,247.79999999999998,3,4,4,344
4684,404,10,67.1,1,3,2,132
4685,56,15,145.5,4,4,4,444
4686,48,13,68.3,4,4,2,442
4687,98,10,63.599999999999994,3,3,2,332
4688,89,16,95.60000000000001,3,4,3,343
4689,114,7,20.900000000000002,3,2,1,321
4690,375,9,81.70000000000002,1,3,3,133
4691,79,8,97.25999999999999,3,2,3,323
4692,64,15,129.0,3,4,4,344
4693,134,18,105.38999999999999,3,4,3,343
4694,42,20,152.53999999999996,4,4,4,444
4695,78,26,225.41000000000003,3,4,4,344
4696,134,7,37.2,3,2,1,321
4697,110,12,69.32000000000001,3,3,2,332
4698,66,8,106.2,3,2,3,323
4699,151,18,162.93000000000004,2,4,4,244
4700,186,16,98.44999999999999,2,4,3,243
4701,244,8,37.95,2,2,1,221
4702,52,7,48.39000000000001,4,2,2,422
4703,436,2,8.200000000000001,1,1,1,111
4704,131,11,106.60000000000001,3,3,3,333
4705,222,10,55.8,2,3,2,232
4706,37,6,73.89999999999999,4,2,2,422
4707,322,4,10.700000000000001,1,1,1,111
4708,89,14,157.79999999999998,3,4,4,344
4709,509,6,55.3,1,2,2,122
4710,235,9,87.9,2,3,3,233
4711,104,8,53.550000000000004,3,2,2,322
4712,381,10,107.89999999999999,1,3,3,133
4713,336,6,46.8,1,2,2,122
4714,122,4,28.4,3,1,1,311
4715,385,12,96.3,1,3,3,133
4716,304,4,64.6,1,1,2,112
4717,228,15,97.71999999999998,2,4,3,243
4718,117,13,125.49,3,4,4,344
4719,2,16,124.1,4,4,4,444
4720,311,13,113.40000000000002,1,4,3,143
4721,177,19,156.90000000000003,2,4,4,244
4722,14,10,117.9,4,3,4,434
4723,222,6,64.0,2,2,2,222
4724,118,4,38.9,3,1,1,311
4725,28,10,72.22,4,3,2,432
4726,175,8,62.4,2,2,2,222
4727,39,10,39.5,4,3,1,431
4728,115,10,74.49,3,3,2,332
4729,266,6,28.740000000000002,2,2,1,221
4730,399,4,15.6,1,1,1,111
4731,270,6,46.6,2,2,2,222
4732,392,2,66.2,1,1,2,112
4733,296,9,73.13999999999999,1,3,2,132
4734,38,11,148.3,4,3,4,434
4735,273,12,162.1,2,3,4,234
4736,162,11,122.60000000000001,2,3,4,234
4737,102,2,18.0,3,1,1,311
4738,137,6,46.5,3,2,2,322
4739,391,4,13.200000000000003,1,1,1,111
4740,89,10,78.69999999999999,3,3,3,333
4741,96,17,112.99999999999999,3,4,3,343
4742,45,15,179.1,4,4,4,444
4743,179,13,118.64000000000001,2,4,4,244
4744,63,15,61.4,3,4,2,342
4745,6,17,155.98000000000005,4,4,4,444
4746,21,14,137.79999999999998,4,4,4,444
4747,128,16,175.42000000000002,3,4,4,344
4748,15,12,66.2,4,3,2,432
4749,318,9,82.75,1,3,3,133
4750,100,11,94.52000000000001,3,3,3,333
4751,41,6,50.800000000000004,4,2,2,422
4752,226,8,55.45,2,2,2,222
4753,52,23,301.09999999999997,4,4,4,444
4755,3,3,9.9,4,1,1,411
4756,103,14,198.5,3,4,4,344
4757,197,13,103.0,2,4,3,243
4758,389,9,39.7,1,3,1,131
4759,313,12,154.35000000000002,1,3,4,134
4760,272,18,122.69999999999999,2,4,4,244
4761,113,12,81.55000000000001,3,3,3,333
4762,61,13,73.98000000000002,3,4,2,342
4763,63,8,36.8,3,2,1,321
4764,94,8,53.949999999999996,3,2,2,322
4765,178,8,97.35000000000001,2,2,3,223
4766,92,17,119.25999999999998,3,4,4,344
4768,292,4,57.000000000000014,1,1,2,112
4769,101,12,107.85,3,3,3,333
4770,594,7,63.50000000000001,1,2,2,122
4771,369,7,53.199999999999996,1,2,2,122
4772,376,10,81.85,1,3,3,133
4773,51,18,149.5,4,4,4,444
4774,167,4,44.5,2,1,2,212
4775,641,3,17.6,1,1,1,111
4776,66,17,125.69999999999999,3,4,4,344
4778,128,15,146.39999999999998,3,4,4,344
4779,51,16,117.90000000000002,4,4,4,444
4780,102,20,127.21999999999998,3,4,4,344
4781,38,6,67.10000000000001,4,2,2,422
4782,136,10,88.05000000000001,3,3,3,333
4783,69,21,190.16000000000003,3,4,4,344
4784,110,5,114.0,3,1,3,313
4785,108,12,109.42,3,3,3,333
4786,395,7,76.1,1,2,3,123
4787,140,12,117.89999999999999,3,3,4,334
4788,246,13,152.02,2,4,4,244
4789,110,11,207.05,3,3,4,334
4790,137,11,53.39000000000001,3,3,2,332
4791,671,4,24.400000000000002,1,1,1,111
4792,163,4,18.7,2,1,1,211
4793,36,10,107.4,4,3,3,433
4794,64,11,68.79999999999998,3,3,2,332
4795,153,2,13.5,2,1,1,211
4796,127,14,95.60000000000001,3,4,3,343
4797,179,11,141.6,2,3,4,234
4798,39,8,45.839999999999996,4,2,2,422
4799,252,19,171.84999999999997,2,4,4,244
4800,6,15,205.60000000000002,4,4,4,444
4801,148,5,29.2,2,1,1,211
4802,507,2,30.0,1,1,1,111
4803,365,6,19.0,1,2,1,121
4804,3,17,167.54,4,4,4,444
4805,78,4,12.0,3,1,1,311
4806,36,11,87.00000000000001,4,3,3,433
4807,195,13,144.0,2,4,4,244
4808,132,11,91.07999999999998,3,3,3,333
4809,93,12,99.26,3,3,3,333
4810,137,4,37.4,3,1,1,311
4811,58,7,32.9,3,2,1,321
4812,217,15,105.29999999999998,2,4,3,243
4813,148,7,73.9,2,2,2,222
4814,108,15,112.5,3,4,3,343
4815,705,2,47.9,1,1,2,112
4816,152,2,3.2,2,1,1,211
4817,10,12,102.0,4,3,3,433
4818,285,8,43.5,1,2,1,121
4819,90,12,71.05,3,3,2,332
4820,23,18,133.8,4,4,4,444
4821,32,14,97.59,4,4,3,443
4822,179,12,50.800000000000004,2,3,2,232
4823,470,8,67.46,1,2,2,122
4824,559,2,11.600000000000001,1,1,1,111
4825,45,14,160.0,4,4,4,444
4826,198,13,180.3,2,4,4,244
4827,33,14,108.70000000000002,4,4,3,443
4828,80,24,205.01,3,4,4,344
4829,57,5,27.4,3,1,1,311
4830,372,8,36.7,1,2,1,121
4831,47,28,263.65,4,4,4,444
4832,27,13,140.01999999999998,4,4,4,444
4833,295,7,57.949999999999996,1,2,2,122
4834,247,2,7.8,2,1,1,211
4835,21,14,80.84000000000002,4,4,3,443
4836,47,19,242.0,4,4,4,444
4837,28,10,86.8,4,3,3,433
4838,333,8,75.3,1,2,3,123
4839,11,8,45.34,4,2,2,422
4840,208,10,79.39999999999999,2,3,3,233
4841,13,11,46.900000000000006,4,3,2,432
4842,22,12,79.89,4,3,3,433
4843,231,11,104.85,2,3,3,233
4844,310,2,23.400000000000002,1,1,1,111
4845,79,8,102.19999999999999,3,2,3,323
4846,391,5,15.0,1,1,1,111
4847,330,9,46.419999999999995,1,3,2,132
4848,77,6,48.50000000000001,3,2,2,322
4849,227,7,48.64,2,2,2,222
4850,168,4,41.900000000000006,2,1,1,211
4851,10,14,145.2,4,4,4,444
4852,131,20,108.79999999999998,3,4,3,343
4853,87,12,123.6,3,3,4,334
4854,372,8,44.35,1,2,2,122
4855,243,10,108.8,2,3,3,233
4856,346,8,51.85,1,2,2,122
4857,155,4,35.1,2,1,1,211
4858,318,6,50.599999999999994,1,2,2,122
4859,112,8,111.99999999999997,3,2,3,323
4860,411,14,72.16,1,4,2,142
4861,108,6,34.4,3,2,1,321
4862,229,12,95.29999999999998,2,3,3,233
4863,0,4,36.10000000000001,4,1,1,411
4864,26,25,150.58000000000004,4,4,4,444
4865,408,5,71.5,1,1,2,112
4866,131,6,27.1,3,2,1,321
4867,62,11,180.0,3,3,4,334
4868,242,13,51.699999999999996,2,4,2,242
4869,271,10,82.3,2,3,3,233
4870,547,6,24.4,1,2,1,121
4871,45,7,100.12,4,2,3,423
4872,432,12,111.61999999999999,1,3,3,133
4873,118,8,69.2,3,2,2,322
4874,7,5,43.949999999999996,4,1,2,412
4875,65,29,249.60000000000002,3,4,4,344
4876,312,8,61.9,1,2,2,122
4877,54,21,147.41000000000003,4,4,4,444
4878,100,7,71.8,3,2,2,322
4879,79,9,99.15,3,3,3,333
4880,475,6,127.1,1,2,4,124
4881,155,8,59.94,2,2,2,222
4882,60,4,36.60000000000001,3,1,1,311
4883,124,10,99.52000000000001,3,3,3,333
4884,699,2,26.3,1,1,1,111
4885,75,2,16.4,3,1,1,311
4886,338,10,121.30999999999999,1,3,4,134
4887,413,6,47.9,1,2,2,122
4888,320,6,39.550000000000004,1,2,1,121
4889,330,3,6.4,1,1,1,111
4890,107,12,93.59999999999998,3,3,3,333
4891,85,13,111.1,3,4,3,343
4892,261,12,96.20000000000002,2,3,3,233
4893,304,8,109.89999999999999,1,2,3,123
4894,7,8,81.0,4,2,3,423
4895,114,11,42.60000000000001,3,3,1,331
4896,67,8,71.30000000000001,3,2,2,322
4897,400,8,79.6,1,2,3,123
4898,157,6,57.2,2,2,2,222
4899,292,10,74.89999999999999,1,3,3,133
4900,455,4,26.1,1,1,1,111
4901,319,8,70.0,1,2,2,122
4902,258,6,25.0,2,2,1,221
4903,22,8,48.099999999999994,4,2,2,422
4904,389,2,14.5,1,1,1,111
4905,35,2,33.2,4,1,1,411
4906,91,11,107.33999999999999,3,3,3,333
4907,253,5,29.700000000000003,2,1,1,211
4908,224,7,74.18999999999998,2,2,2,222
4909,65,6,55.7,3,2,2,322
4910,35,6,74.89999999999999,4,2,3,423
4911,357,10,50.75,1,3,2,132
4913,151,7,31.4,2,2,1,221
4914,31,10,98.76000000000002,4,3,3,433
4915,103,16,88.4,3,4,3,343
4916,304,13,141.5,1,4,4,144
4917,393,6,45.4,1,2,2,122
4918,337,5,17.7,1,1,1,111
4919,275,8,58.89999999999999,2,2,2,222
4920,312,4,19.0,1,1,1,111
4922,13,10,106.0,4,3,3,433
4923,98,13,93.07,3,4,3,343
4924,107,14,87.4,3,4,3,343
4925,377,11,87.89000000000001,1,3,3,133
4926,405,2,2.9,1,1,1,111
4927,72,5,29.200000000000003,3,1,1,311
4928,134,3,68.4,3,1,2,312
4929,156,14,86.95,2,4,3,243
4930,504,3,18.7,1,1,1,111
4931,240,14,68.1,2,4,2,242
4932,40,14,95.9,4,4,3,443
4933,306,21,113.05000000000001,1,4,3,143
4934,60,8,37.0,3,2,1,321
4935,272,8,62.39999999999999,2,2,2,222
4936,290,4,31.1,1,1,1,111
4937,185,16,172.04000000000002,2,4,4,244
4938,20,16,124.87000000000002,4,4,4,444
4939,77,17,111.49999999999999,3,4,3,343
4940,131,8,82.75,3,2,3,323
4941,319,26,194.03999999999996,1,4,4,144
4942,37,10,98.1,4,3,3,433
4943,155,6,34.1,2,2,1,221
4944,88,9,53.05,3,3,2,332
4945,150,2,12.000000000000002,2,1,1,211
4946,56,18,162.5,4,4,4,444
4947,42,14,154.25000000000003,4,4,4,444
4948,586,4,27.6,1,1,1,111
4949,134,2,15.2,3,1,1,311
4950,252,9,52.72,2,3,2,232
4951,36,13,137.6,4,4,4,444
4952,69,15,172.5,3,4,4,344
4953,81,16,144.89999999999998,3,4,4,344
4954,97,8,59.99999999999999,3,2,2,322
4955,385,6,39.800000000000004,1,2,1,121
4956,405,8,45.3,1,2,2,122
4957,515,6,63.4,1,2,2,122
4958,172,13,189.7,2,4,4,244
4959,183,12,98.1,2,3,3,233
4960,133,9,36.0,3,3,1,331
4961,423,2,16.200000000000003,1,1,1,111
4962,276,11,118.8,2,3,4,234
4963,366,8,69.1,1,2,2,122
4964,30,4,23.150000000000002,4,1,1,411
4965,80,4,59.9,3,1,2,312
4966,339,6,55.6,1,2,2,122
4967,98,12,151.4,3,3,4,334
4968,47,7,121.2,4,2,4,424
4969,218,13,94.35999999999999,2,4,3,243
4970,144,7,70.5,2,2,2,222
4971,227,6,41.400000000000006,2,2,1,221
4972,327,13,138.7,1,4,4,144
4973,581,3,16.400000000000002,1,1,1,111
4974,420,4,34.24,1,1,1,111
4975,58,13,110.7,3,4,3,343
4976,166,7,88.4,2,2,3,223
4977,132,9,72.85000000000001,3,3,2,332
4978,711,2,42.6,1,1,1,111
4979,250,7,28.6,2,2,1,221
4980,492,2,20.75,1,1,1,111
4981,354,10,101.60000000000001,1,3,3,133
4982,151,3,9.600000000000001,2,1,1,211
4983,382,6,29.220000000000002,1,2,1,121
4984,248,7,22.150000000000002,2,2,1,221
4985,4,8,25.97,4,2,1,421
4986,332,12,86.95,1,3,3,133
4987,357,7,26.400000000000002,1,2,1,121
4988,10,18,135.4,4,4,4,444
4989,194,10,86.2,2,3,3,233
4990,16,8,99.39999999999999,4,2,3,423
4991,373,10,61.34,1,3,2,132
4992,193,11,133.9,2,3,4,234
4993,324,10,96.78000000000002,1,3,3,133
4994,325,2,13.5,1,1,1,111
4995,576,4,29.0,1,1,1,111
4996,36,10,28.5,4,3,1,431
4997,3,6,93.00000000000001,4,2,3,423
4998,77,2,33.0,3,1,1,311
4999,4,16,164.86,4,4,4,444
5000,323,7,21.8,1,2,1,121
